host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,amenities,price,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,distance_from_metro(meters),bathroom_is_private,a few days or more,within a day,within a few hours,within an hour,Entire home/apt,Hotel room,Private room,Shared room,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,ΑΚΡΟΠΟΛΗ,ΑΜΠΕΛΟΚΗΠΟΙ,ΑΝΩ ΚΥΨΕΛΗ,ΑΝΩ ΠΑΤΗΣΙΑ,ΒΟΤΑΝΙΚΟΣ,ΓΚΑΖΙ,ΓΚΥΖΗ,ΓΟΥΒΑ,ΓΟΥΔΙ,ΕΛΛΗΝΟΡΩΣΩΝ,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,ΖΑΠΠΕΙΟ,ΘΗΣΕΙΟ,ΙΛΙΣΙΑ,ΚΕΡΑΜΕΙΚΟΣ,ΚΟΛΟΚΥΝΘΟΥ,ΚΟΛΩΝΑΚΙ,ΚΟΛΩΝΟΣ,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,ΚΥΨΕΛΗ,ΛΥΚΑΒΗΤΤΟΣ,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,ΝΕΑ ΚΥΨΕΛΗ,ΝΕΟΣ ΚΟΣΜΟΣ,ΝΙΡΒΑΝΑ,ΠΑΓΚΡΑΤΙ,ΠΑΤΗΣΙΑ,ΠΕΔΙΟ ΑΡΕΩΣ,ΠΕΝΤΑΓΩΝΟ,ΠΕΤΡΑΛΩΝΑ,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,ΠΟΛΥΓΩΝΟ,ΠΡΟΜΠΟΝΑ,ΡΗΓΙΛΛΗΣ,ΡΙΖΟΥΠΟΛΗ,ΣΕΠΟΛΙΑ,ΣΤΑΔΙΟ,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
100.0,100.0,1,1,37.96781,23.73474,2,1.0,1.0,2.0,20.470473970473968,32.0,1,2,2,0,0,920.0458766077744,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.0,33.0,0,0,37.96371,23.72832,2,1.0,1.0,1.0,9.651320901320902,35.0,0,3,2,1,0,718.7534553263397,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.96759,23.732960000000002,8,2.5,2.0,5.0,22.320512820512818,48.0,1,5,5,0,0,944.821055608464,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,99.0,1,1,37.97983,23.73817,2,1.0,1.0,1.0,18.702602952602955,40.0,1,5,5,0,0,562.2709023521505,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.99162000000001,23.716720000000002,9,1.5,2.0,2.0,22.083916083916076,35.0,1,4,4,0,0,649.5168828613682,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,99.0,1,1,37.97939,23.722160000000002,3,1.0,1.0,1.0,19.142191142191145,33.0,1,5,5,0,0,135.49009827084214,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,99.0,1,0,37.98881,23.749000000000002,2,1.0,1.0,1.0,21.969308469308466,19.0,1,2,2,0,0,581.6780512388416,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,89.0,0,1,37.96196,23.73474,5,1.0,1.0,1.0,17.367715617715618,41.0,1,3,3,0,0,742.2436137185957,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,0,37.96754,23.71021,7,1.0,2.0,3.0,20.832750582750585,40.0,1,1,1,0,0,948.0455438221072,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100.0,94.0,0,1,38.00141,23.71572,6,0.0,1.0,0.0,19.738733488733487,26.0,0,3,3,0,0,551.4764336475006,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.0,91.0,0,1,37.99046,23.72812,2,1.5,1.0,1.0,13.642773892773896,12.0,0,3,0,3,0,184.0106153619069,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.97729,23.73961,2,1.5,1.0,1.0,17.648407148407145,50.0,1,1,1,0,0,501.93638862843386,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,0,37.977129999999995,23.71,2,1.0,1.0,2.0,21.331002331002328,28.0,1,1,1,0,0,1198.092753479088,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,0,1,38.019909999999996,23.728939999999998,5,1.0,2.0,2.0,11.155788655788655,75.0,0,1,1,0,0,180.757543183671,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.96787,23.727529999999998,6,1.5,2.0,3.0,24.129953379953374,90.0,1,5,5,0,0,760.9875984776571,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.0,100.0,0,1,38.014379999999996,23.72121,6,1.5,2.0,4.0,8.214257964257964,120.0,0,4,4,0,0,236.0356724392016,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.0,100.0,0,1,38.0146,23.72082,6,1.0,2.0,4.0,7.472027972027972,70.0,0,4,4,0,0,233.0448480921476,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.96812,23.73026,3,1.0,1.0,2.0,19.494366744366747,55.0,1,2,2,0,0,938.0981284235244,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.0,100.0,0,1,38.01623,23.72084,6,1.0,2.0,4.0,8.214257964257964,80.0,0,4,4,0,0,396.32472540460446,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,0,37.99285,23.761670000000002,3,1.0,1.0,3.0,22.20784770784771,32.0,1,1,1,0,0,1546.3663896382614,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,0,0,37.99236,23.71526,4,1.5,2.0,3.0,20.28108003108003,25.0,0,1,1,0,0,507.3865832240012,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.0,0.0,0,0,37.966409999999996,23.72758,2,1.0,1.0,1.0,16.387723387723387,35.0,0,1,1,0,0,693.6123673937075,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.0,99.0,1,1,37.97695,23.70886,3,1.5,1.0,1.0,20.219114219114218,61.0,1,7,7,0,0,1291.7924519254493,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.0,99.0,1,1,37.97695,23.70884,4,1.5,1.0,2.0,16.057498057498062,64.0,1,7,7,0,0,1293.5159436570666,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.0,99.0,1,1,37.97688,23.708879999999997,4,1.5,1.0,2.0,16.093240093240098,60.0,1,7,7,0,0,1288.5740131141015,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,0,1,37.98226,23.71547,6,1.5,2.0,2.0,17.785159285159285,36.0,0,1,1,0,0,799.2327817607953,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,0,37.96779,23.713639999999998,3,1.0,1.0,1.0,7.873543123543124,35.0,1,1,1,0,0,695.0098918470562,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.99631,23.73519,5,1.0,2.0,3.0,20.461732711732708,29.0,1,1,1,0,0,442.0319920972453,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.0,98.0,0,1,37.97696,23.73004,6,1.0,3.0,3.0,11.962509712509712,132.0,0,67,52,15,0,351.51804148545517,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.96504,23.722379999999998,4,1.0,1.0,2.0,20.99417249417249,45.0,1,4,4,0,0,212.7629168554432,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.0,98.0,0,1,37.97742,23.73027,6,1.0,3.0,3.0,11.962509712509712,132.0,0,67,52,15,0,350.7425369116291,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.0,98.0,0,1,37.97886,23.73047,6,1.0,3.0,3.0,11.962509712509712,132.0,0,67,52,15,0,430.80469777496216,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.0,98.0,0,1,37.97719,23.73068,4,1.0,1.0,1.0,11.962509712509712,108.0,0,67,52,15,0,307.36591815908224,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.0,98.0,0,1,37.976620000000004,23.73182000000001,2,1.0,1.0,0.0,11.359168609168607,108.0,0,67,52,15,0,190.97578897838025,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.99855,23.72578,4,1.5,2.0,2.0,22.36091686091686,24.0,1,1,1,0,0,111.50290226935408,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100.0,100.0,0,1,37.98796,23.722170000000002,9,2.0,5.0,6.0,17.97882672882673,77.0,0,1,1,0,0,126.15109275097096,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.966229999999996,23.73547,4,1.0,2.0,2.0,22.464452214452205,65.0,1,4,4,0,0,1101.2091683106878,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100.0,75.0,0,0,37.96136,23.72402,4,1.0,1.0,1.0,20.869463869463868,41.0,1,8,8,0,0,450.49612725968177,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,96.0,0,1,37.97401,23.730620000000002,6,2.5,3.0,3.0,20.562160062160057,225.0,0,16,16,0,0,366.5719987498095,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.96444,23.72731,5,1.5,1.0,1.0,22.431623931623932,170.0,1,5,5,0,0,627.755958148556,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.0,100.0,0,1,37.9763,23.72307,2,1.0,1.0,1.0,8.135392385392388,42.0,1,27,25,1,0,180.86811956398228,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,8.0,0,0,37.99205,23.770210000000002,4,1.0,1.0,3.0,20.8041958041958,31.0,0,2,2,0,0,1937.3631881755289,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,0,1,37.96763,23.71193,6,1.5,3.0,6.0,10.901320901320902,96.0,0,1,1,0,0,815.1382153696692,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100.0,98.0,1,1,37.97835,23.74989,6,1.0,2.0,3.0,21.434926184926184,79.0,1,9,9,0,0,412.8829099263702,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.96849,23.71115,2,1.0,1.0,1.0,17.386946386946388,23.0,1,1,1,0,0,921.404344968774,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.97398,23.71389,4,1.0,1.0,1.0,19.78846153846154,30.0,1,3,3,0,0,828.6742914757547,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.99075,23.73707000000001,2,1.0,1.0,1.0,19.833139083139077,25.0,1,1,1,0,0,399.5773598207703,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.96637,23.730529999999998,6,1.0,2.0,4.0,23.101010101010104,32.0,1,6,6,0,0,940.0982792225714,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,0,1,37.97669000000001,23.7441,3,1.5,2.0,2.0,16.809634809634808,50.0,1,1,1,0,0,118.97766900023014,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,96.0,1,1,37.961259999999996,23.73046,2,1.0,1.0,1.0,21.9458041958042,16.0,1,2,0,2,0,544.4774110618562,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.98958,23.7224,3,1.0,1.0,1.0,22.877039627039622,50.0,1,1,1,0,0,231.9147224202852,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.0,100.0,0,1,37.97676,23.72127,4,1.5,1.0,2.0,9.74087024087024,42.0,1,27,25,1,0,289.84321045673806,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.97855,23.72654,2,1.0,1.0,1.0,11.488539238539238,35.0,1,5,5,0,0,237.19156021680163,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,98.0,1,1,37.97691,23.749760000000002,3,1.0,1.0,1.0,20.32770007770008,150.0,1,9,9,0,0,426.9182313726136,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,0,37.98142,23.752589999999998,3,1.0,1.0,2.0,19.02991452991453,40.0,0,1,1,0,0,165.3402235830405,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,96.0,1,1,37.99727,23.71333,2,1.0,1.0,1.0,15.711149961149962,20.0,1,4,4,0,0,447.9905193339088,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.96745,23.72929,3,1.0,2.0,2.0,21.251554001554002,79.0,1,3,3,0,0,876.2725120959022,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.96151,23.74315,5,1.0,2.0,5.0,21.226884226884227,24.0,0,2,2,0,0,495.8880381039693,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,96.0,1,1,37.96157,23.73082,2,1.0,1.0,1.0,21.96736596736597,18.0,1,2,0,2,0,581.3296682039933,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,0,37.992459999999994,23.763,6,2.0,2.0,2.0,17.95376845376845,58.0,1,1,1,0,0,1567.3691053461841,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.0,99.0,0,1,37.96564,23.72758,7,2.0,3.0,5.0,19.86013986013986,45.0,1,56,56,0,0,668.9980820779982,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.0,100.0,1,1,37.977270000000004,23.72503,6,1.5,2.0,2.0,20.398407148407145,104.0,1,9,7,1,0,76.93211144135118,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.0,100.0,1,1,37.977270000000004,23.72503,4,1.0,1.0,2.0,16.628010878010873,80.0,1,9,7,1,0,76.93211144135118,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.0,100.0,1,1,37.977270000000004,23.72503,2,1.0,1.0,1.0,17.701048951048946,72.0,1,9,7,1,0,76.93211144135118,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.0,100.0,1,1,37.97799000000001,23.72865,5,1.0,1.0,2.0,14.1513209013209,80.0,1,9,7,1,0,326.20359955475993,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.0,100.0,1,1,37.97799000000001,23.72865,3,1.0,1.0,1.0,21.988733488733487,71.0,1,9,7,1,0,326.20359955475993,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,100.0,1,1,38.02487,23.74054,2,1.0,1.0,0.0,15.930264180264185,22.0,0,1,1,0,0,280.19216090052373,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.0,100.0,1,1,37.97799000000001,23.72865,4,1.0,1.0,2.0,14.472222222222221,87.0,1,9,7,1,0,326.20359955475993,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.0,100.0,1,1,37.97799000000001,23.72865,2,1.0,1.0,1.0,16.769813519813518,74.0,1,9,7,1,0,326.20359955475993,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.97828,23.70982,2,1.0,1.0,1.0,20.685703185703186,29.0,0,1,1,0,0,1208.6812076067752,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,99.0,1,1,37.96457,23.71716,8,3.5,4.0,5.0,22.995532245532235,216.0,1,3,3,0,0,266.7752609583707,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,98.0,0,1,37.96244,23.7217,2,1.0,1.0,1.0,19.525446775446774,47.0,1,56,12,44,0,242.387082503802,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,1,37.96621,23.72426,16,4.0,6.0,8.0,19.94230769230769,314.0,0,1,1,0,0,419.717494700164,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
