,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,log_price,bathroom_is_private,a few days or more,within a day,within a few hours,within an hour,Entire home/apt,Hotel room,Private room,Shared room,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,ΑΚΡΟΠΟΛΗ,ΑΜΠΕΛΟΚΗΠΟΙ,ΑΝΩ ΚΥΨΕΛΗ,ΑΝΩ ΠΑΤΗΣΙΑ,ΒΟΤΑΝΙΚΟΣ,ΓΚΑΖΙ,ΓΚΥΖΗ,ΓΟΥΒΑ,ΓΟΥΔΙ,ΕΛΛΗΝΟΡΩΣΩΝ,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,ΖΑΠΠΕΙΟ,ΘΗΣΕΙΟ,ΙΛΙΣΙΑ,ΚΕΡΑΜΕΙΚΟΣ,ΚΟΛΟΚΥΝΘΟΥ,ΚΟΛΩΝΑΚΙ,ΚΟΛΩΝΟΣ,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,ΚΥΨΕΛΗ,ΛΥΚΑΒΗΤΤΟΣ,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,ΝΕΑ ΚΥΨΕΛΗ,ΝΕΟΣ ΚΟΣΜΟΣ,ΝΙΡΒΑΝΑ,ΠΑΓΚΡΑΤΙ,ΠΑΤΗΣΙΑ,ΠΕΔΙΟ ΑΡΕΩΣ,ΠΕΝΤΑΓΩΝΟ,ΠΕΤΡΑΛΩΝΑ,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,ΠΟΛΥΓΩΝΟ,ΠΡΟΜΠΟΝΑ,ΡΗΓΙΛΛΗΣ,ΡΙΖΟΥΠΟΛΗ,ΣΕΠΟΛΙΑ,ΣΤΑΔΙΟ,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
369,83.0,50.0,0,15.0,1,38.01276,23.7351,2,1.0,1.0,0.0,12.161421911421911,30.0,2,1125,1,90,21,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,15,8,7,0,0.34,3.4011973816621555,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
370,0.0,100.0,1,3.0,0,37.96249,23.71934,1,1.5,1.0,1.0,18.96056721056721,30.0,1,1125,1,0,30,92.0,10.0,9.0,10.0,10.0,10.0,9.0,0,3,1,2,0,0.48,3.4011973816621555,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,100.0,100.0,1,50.0,1,37.9992,23.72409,3,1.0,1.0,2.0,19.236596736596738,20.0,2,7,1,80,220,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,14,14,0,0,3.49,2.995732273553991,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
372,100.0,100.0,0,2.0,1,37.973209999999995,23.73249,6,1.0,1.0,2.0,20.40112665112665,50.0,1,180,1,0,207,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,3,3,0,0,3.29,3.912023005428146,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,100.0,98.0,0,40.0,1,37.98003,23.71855,5,1.0,1.0,1.0,22.177350427350426,28.0,2,1125,1,90,141,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0,5,5,0,0,2.2,3.332204510175204,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,100.0,99.0,0,9.0,1,37.98183,23.71568,4,1.5,1.0,1.0,20.136752136752136,20.0,2,1125,1,80,155,95.0,10.0,9.0,10.0,10.0,9.0,9.0,1,5,5,0,0,2.47,2.995732273553991,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,100.0,98.0,1,5.0,1,37.98681,23.7434,2,1.0,1.0,1.0,21.94949494949495,31.0,2,90,1,21,407,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,4,3,1,0,6.39,3.4339872044851463,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,100.0,98.0,0,7.0,0,37.97168,23.732120000000002,4,1.5,1.0,2.0,18.789238539238536,18.0,1,60,1,86,440,90.0,9.0,8.0,9.0,9.0,10.0,9.0,0,6,6,0,0,8.32,2.8903717578961645,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,100.0,100.0,1,2.0,1,37.98,23.74561,2,1.0,1.0,1.0,9.68803418803419,76.0,3,10,1,38,110,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1,0,0,1.76,4.330733340286331,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,100.0,100.0,0,6.0,1,37.98294,23.75296,2,1.0,1.0,1.0,12.82731157731158,38.0,2,1125,1,89,18,88.0,9.0,9.0,10.0,9.0,10.0,9.0,0,1,1,0,0,0.31,3.6375861597263857,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,100.0,100.0,1,1.0,0,37.97667,23.73617,4,1.0,1.0,2.0,20.4543512043512,66.0,2,90,1,88,35,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0.65,4.189654742026425,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,100.0,84.0,0,11.0,0,37.95977,23.735210000000002,1,1.0,1.0,2.0,11.244949494949495,9.0,3,29,1,90,6,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0,3,2,0,1,0.1,2.1972245773362196,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,100.0,96.0,1,10.0,1,37.974909999999994,23.72733,7,2.0,2.0,4.0,17.285547785547784,127.0,2,1125,1,90,199,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1,0,0,3.47,4.844187086458591,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,100.0,91.0,0,2.0,0,37.98919,23.71186,2,1.0,1.0,1.0,20.98329448329448,29.0,1,1125,1,89,258,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,1,0,0,4.57,3.367295829986474,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,100.0,100.0,1,1.0,1,37.98019,23.74328,4,1.0,1.0,2.0,22.056526806526804,50.0,2,1125,1,74,286,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,4.86,3.912023005428146,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,75.0,20.0,0,20.0,1,37.98175,23.7637,4,1.0,1.0,2.0,8.75019425019425,30.0,1,1125,1,90,23,92.0,10.0,10.0,10.0,10.0,9.0,9.0,0,7,7,0,0,0.37,3.4011973816621555,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,100.0,94.0,1,10.0,1,37.97837,23.72296,4,1.0,1.0,2.0,19.972610722610725,87.0,1,1125,1,66,100,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,10,10,0,0,1.6,4.465908118654584,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,100.0,94.0,1,10.0,1,37.97781,23.72159,4,1.0,1.0,2.0,19.972610722610725,87.0,1,1125,1,0,105,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,10,10,0,0,1.73,4.465908118654584,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,100.0,86.0,1,3.0,1,38.00023,23.73594,2,1.0,1.0,1.0,18.462315462315463,25.0,30,1125,1,0,21,88.0,10.0,10.0,10.0,10.0,9.0,9.0,0,2,2,0,0,0.38,3.2188758248682006,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,100.0,94.0,1,10.0,1,37.97838,23.722939999999998,4,1.0,1.0,2.0,19.363247863247864,81.0,1,1125,1,90,78,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,10,10,0,0,1.32,4.394449154672439,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,100.0,100.0,1,10.0,1,37.974140000000006,23.74165,3,2.0,2.0,0.0,17.718725718725715,75.0,2,1125,1,0,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,5,5,0,0,0.08,4.31748811353631,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
390,100.0,100.0,0,3.0,1,37.99885,23.73001,2,1.0,1.0,1.0,13.515540015540015,22.0,3,180,1,89,7,77.0,9.0,7.0,9.0,9.0,5.0,7.0,0,1,1,0,0,0.13,3.091042453358316,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
391,100.0,67.0,0,1.0,1,37.97927,23.70964,3,1.5,1.0,2.0,19.805749805749805,17.0,1,1125,1,54,12,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0.2,2.833213344056216,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,100.0,94.0,1,10.0,1,37.97838,23.72297,4,1.0,1.0,2.0,21.23193473193473,87.0,1,1125,1,26,101,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,10,10,0,0,1.6,4.465908118654584,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,100.0,94.0,1,10.0,1,37.978359999999995,23.72296,4,1.0,1.0,2.0,19.188034188034187,87.0,1,1125,1,90,52,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,10,10,0,0,0.83,4.465908118654584,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,100.0,94.0,1,10.0,1,37.978390000000005,23.72295,4,1.0,1.0,2.0,18.578671328671327,81.0,1,1125,1,87,165,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,10,10,0,0,2.68,4.394449154672439,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,90.0,100.0,1,100.0,1,37.96696,23.730629999999998,6,2.0,2.0,4.0,19.07847707847708,77.0,2,1125,1,75,38,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,20,8,7,0,0.6,4.343805421853684,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,100.0,100.0,1,1.0,1,37.96563,23.72454,4,1.0,2.0,2.0,19.364413364413366,50.0,2,1125,1,0,283,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,4.51,3.912023005428146,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,100.0,100.0,1,2.0,1,37.96454,23.7277,2,1.5,1.0,1.0,21.379176379176375,50.0,2,1125,1,90,278,98.0,10.0,9.0,10.0,10.0,10.0,10.0,1,1,1,0,0,4.93,3.912023005428146,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,100.0,100.0,1,3.0,1,37.98033,23.71837,6,2.0,3.0,3.0,17.768453768453767,60.0,2,1125,1,89,59,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1,2,2,0,0,0.94,4.0943445622221,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,100.0,95.0,1,2.0,0,37.97,23.742279999999997,2,1.0,1.0,1.0,17.196775446775444,25.0,1,1125,1,43,301,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1,0,0,4.75,3.2188758248682006,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
400,100.0,100.0,1,3.0,1,37.977579999999996,23.7249,2,1.0,1.0,1.0,21.19560994560995,59.0,2,1125,1,67,218,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1,0,0,3.75,4.07753744390572,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,100.0,100.0,1,1.0,1,37.964290000000005,23.718870000000003,3,1.0,1.0,1.0,17.486790986790986,30.0,1,30,1,88,288,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,4.56,3.4011973816621555,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,100.0,100.0,0,6.0,1,37.976240000000004,23.72346,2,1.0,1.0,1.0,21.588966588966585,34.0,1,30,1,83,37,91.0,9.0,9.0,10.0,10.0,10.0,9.0,1,5,2,3,0,0.58,3.5263605246161616,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,100.0,100.0,0,1.0,1,37.97988,23.73069,4,1.0,1.0,2.0,18.370435120435122,23.0,1,1125,1,89,98,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1,0,0,1.69,3.1354942159291497,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,50.0,17.0,0,1.0,0,37.96353,23.740129999999997,4,1.5,2.0,2.0,10.549339549339551,40.0,2,35,1,90,27,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,1,0,0,0.43,3.6888794541139363,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,100.0,50.0,1,2.0,1,38.000029999999995,23.73629,6,1.0,2.0,2.0,21.892968142968144,35.0,1,1125,1,0,216,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,1,1,0,0,3.87,3.5553480614894135,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,100.0,100.0,1,3.0,1,37.96924,23.727320000000002,2,1.0,1.0,1.0,7.836052836052836,40.0,2,1125,1,90,99,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,3,0,0,1.56,3.6888794541139363,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,100.0,86.0,0,2.0,1,37.98809,23.75206,2,1.0,1.0,1.0,19.5998445998446,29.0,2,60,1,88,26,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,2,0,0,0.48,3.367295829986474,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,100.0,100.0,1,2.0,1,37.96824,23.72757,5,1.0,1.0,4.0,21.51282051282051,29.0,1,1125,1,82,236,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,2,0,0,3.86,3.367295829986474,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,100.0,100.0,1,4.0,1,37.99087,23.75059,2,1.0,1.0,1.0,17.83780108780109,24.0,2,1125,1,53,162,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,3,0,0,2.67,3.1780538303479458,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,100.0,75.0,1,1.0,1,38.00306,23.75,3,1.0,1.0,2.0,21.747086247086244,23.0,1,1125,1,49,67,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,1,0,0,1.1,3.1354942159291497,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,100.0,84.0,0,11.0,0,37.96034,23.73445,4,1.0,1.0,3.0,16.639471639471637,27.0,1,1125,1,84,203,91.0,9.0,8.0,10.0,10.0,9.0,9.0,1,3,2,0,1,3.25,3.295836866004329,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,100.0,0.0,0,2.0,1,37.98127,23.74492,2,1.0,1.0,1.0,8.514568764568764,160.0,1,1125,1,88,17,91.0,9.0,9.0,10.0,10.0,10.0,9.0,0,1,1,0,0,0.31,5.075173815233827,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,97.0,98.0,0,141.0,1,37.97498,23.730620000000002,7,2.0,3.0,4.0,19.790209790209794,84.0,2,730,1,86,88,90.0,10.0,9.0,9.0,9.0,10.0,9.0,1,67,52,15,0,1.41,4.430816798843313,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,100.0,98.0,1,5.0,1,37.9648,23.72343,4,1.0,2.0,2.0,18.4520202020202,29.0,1,602,1,68,140,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,5,4,1,0,3.12,3.367295829986474,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,100.0,100.0,1,7.0,1,37.96699,23.73076,4,1.0,1.0,1.0,18.32925407925408,33.0,2,1125,1,48,119,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1,5,5,0,0,1.89,3.4965075614664802,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,100.0,100.0,1,10.0,1,37.97445,23.741139999999998,5,1.5,2.0,3.0,17.066627816627815,65.0,2,1125,1,0,19,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,5,5,0,0,0.31,4.174387269895637,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
418,96.0,99.0,1,8.0,1,37.97914,23.72152,3,1.0,1.0,1.0,17.005633255633256,31.0,2,1125,1,89,108,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,7,7,0,0,1.72,3.4339872044851463,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,100.0,100.0,1,10.0,1,37.974140000000006,23.74165,5,1.5,2.0,0.0,18.2066822066822,65.0,2,1125,1,0,27,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,5,5,0,0,0.44,4.174387269895637,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
420,100.0,100.0,0,2.0,0,37.96761,23.7287,3,1.0,1.0,1.0,16.867909867909866,32.0,1,90,1,52,240,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1,0,0,4.02,3.4657359027997265,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,100.0,94.0,0,4.0,1,37.980059999999995,23.74098,5,1.0,1.0,3.0,16.76146076146076,32.0,6,1124,1,6,55,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0.92,3.4657359027997265,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,100.0,100.0,0,4.0,0,37.97488,23.73323,4,1.0,2.0,2.0,21.16083916083916,45.0,1,1125,1,0,13,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,4,4,0,0,0.28,3.8066624897703196,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,100.0,98.0,0,57.0,1,37.9624,23.72169,4,1.0,1.0,3.0,21.068570318570316,41.0,1,41,1,88,145,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,56,12,44,0,2.32,3.713572066704308,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,74.0,95.0,1,4.0,1,37.974759999999996,23.733220000000003,6,2.5,2.0,2.0,20.15831390831391,65.0,1,28,1,72,330,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,2,0,0,5.69,4.174387269895637,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,100.0,100.0,1,2.0,1,37.966409999999996,23.7394,5,1.0,2.0,5.0,22.284382284382282,50.0,7,1125,1,55,14,96.0,10.0,10.0,10.0,9.0,10.0,10.0,0,1,1,0,0,0.27,3.912023005428146,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
