,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,log_price,bathroom_is_private,a few days or more,within a day,within a few hours,within an hour,Entire home/apt,Hotel room,Private room,Shared room,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,ΑΚΡΟΠΟΛΗ,ΑΜΠΕΛΟΚΗΠΟΙ,ΑΝΩ ΚΥΨΕΛΗ,ΑΝΩ ΠΑΤΗΣΙΑ,ΒΟΤΑΝΙΚΟΣ,ΓΚΑΖΙ,ΓΚΥΖΗ,ΓΟΥΒΑ,ΓΟΥΔΙ,ΕΛΛΗΝΟΡΩΣΩΝ,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,ΖΑΠΠΕΙΟ,ΘΗΣΕΙΟ,ΙΛΙΣΙΑ,ΚΕΡΑΜΕΙΚΟΣ,ΚΟΛΟΚΥΝΘΟΥ,ΚΟΛΩΝΑΚΙ,ΚΟΛΩΝΟΣ,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,ΚΥΨΕΛΗ,ΛΥΚΑΒΗΤΤΟΣ,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,ΝΕΑ ΚΥΨΕΛΗ,ΝΕΟΣ ΚΟΣΜΟΣ,ΝΙΡΒΑΝΑ,ΠΑΓΚΡΑΤΙ,ΠΑΤΗΣΙΑ,ΠΕΔΙΟ ΑΡΕΩΣ,ΠΕΝΤΑΓΩΝΟ,ΠΕΤΡΑΛΩΝΑ,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,ΠΟΛΥΓΩΝΟ,ΠΡΟΜΠΟΝΑ,ΡΗΓΙΛΛΗΣ,ΡΙΖΟΥΠΟΛΗ,ΣΕΠΟΛΙΑ,ΣΤΑΔΙΟ,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
10,100.0,0.0,0,1.0,1,37.96937,23.7417,5,1.0,2.0,4.0,18.317016317016318,34.0,3,90,1,89,41,89.0,10.0,9.0,10.0,10.0,9.0,9.0,0,1,1,0,0,0.4,3.5263605246161616,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,0.0,30.0,0,1.0,1,37.97787,23.73829,2,1.0,1.0,1.0,16.86149961149961,11.0,2,250,1,0,39,88.0,8.0,9.0,9.0,9.0,10.0,9.0,0,1,1,0,0,0.34,2.3978952727983707,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,80.0,100.0,1,4.0,0,37.967909999999996,23.729329999999997,3,1.0,1.0,0.0,18.505244755244757,60.0,2,365,1,90,27,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,3,3,0,0,0.33,4.0943445622221,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,100.0,100.0,1,20.0,1,37.966,23.744429999999998,6,1.0,2.0,2.0,21.4020979020979,46.0,1,730,1,0,171,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1,19,19,0,0,1.5,3.828641396489095,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,100.0,100.0,0,3.0,1,37.97537,23.73337,4,1.0,2.0,2.0,17.28943278943279,35.0,2,30,1,89,112,82.0,9.0,9.0,10.0,10.0,10.0,9.0,0,2,2,0,0,1.05,3.5553480614894135,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,100.0,100.0,0,3.0,1,37.97503,23.73236,2,1.0,1.0,1.0,14.460955710955712,36.0,2,30,1,89,47,83.0,9.0,9.0,8.0,9.0,10.0,9.0,0,2,2,0,0,0.42,3.58351893845611,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,97.0,98.0,0,141.0,1,37.961009999999995,23.73623,8,2.0,3.0,5.0,17.09887334887335,84.0,2,730,1,90,164,92.0,10.0,10.0,10.0,10.0,9.0,9.0,1,67,52,15,0,1.53,4.430816798843313,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,100.0,100.0,1,3.0,1,37.97952,23.723670000000002,4,1.0,1.0,1.0,20.905594405594407,75.0,4,40,1,83,74,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0.73,4.31748811353631,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,80.0,75.0,0,1.0,0,37.9858,23.72328,8,1.0,2.0,8.0,17.29933954933955,20.0,3,365,1,89,32,95.0,10.0,9.0,10.0,10.0,9.0,9.0,0,1,1,0,0,0.31,2.995732273553991,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,100.0,96.0,1,67.0,1,37.9802,23.723570000000002,4,1.0,1.0,1.0,21.038461538461533,40.0,2,1125,1,75,19,95.0,9.0,10.0,10.0,10.0,9.0,10.0,0,42,42,0,0,0.18,3.6888794541139363,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,100.0,96.0,1,67.0,1,37.9802,23.723570000000002,4,1.0,1.0,1.0,21.038461538461533,41.0,2,1125,1,1,7,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0,42,42,0,0,0.09,3.713572066704308,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.0,14.0,0,2.0,1,37.97743,23.74365,2,1.0,1.0,0.0,7.773115773115772,45.0,7,365,1,0,24,91.0,9.0,9.0,10.0,9.0,10.0,9.0,0,2,2,0,0,0.21,3.8066624897703196,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,43.0,33.0,0,3.0,0,37.9657,23.7301,3,2.0,2.0,2.0,18.3463480963481,70.0,3,1125,1,89,64,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,3,2,1,0,0.59,4.248495242049359,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,100.0,91.0,0,9.0,1,37.99253,23.73115,8,1.0,3.0,8.0,11.5464257964258,41.0,2,730,1,0,57,92.0,9.0,9.0,9.0,9.0,9.0,9.0,1,9,9,0,0,0.53,3.713572066704308,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,100.0,100.0,0,2.0,1,37.97607,23.74075,4,1.0,2.0,1.0,11.915889665889667,80.0,1,1125,1,90,33,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,1,0,0,0.4,4.382026634673881,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,100.0,100.0,1,3.0,1,37.97652,23.724429999999998,2,1.0,1.0,1.0,21.725718725718725,200.0,2,1125,1,86,439,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,2,0,0,4.32,5.298317366548036,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,100.0,100.0,0,24.0,1,37.98729,23.74311,2,1.0,1.0,1.0,18.040598290598293,58.0,4,720,1,1,2,90.0,9.0,9.0,10.0,10.0,9.0,9.0,1,15,15,0,0,0.03,4.060443010546419,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,50.0,100.0,1,5.0,1,37.98008,23.73012,8,1.0,2.0,4.0,17.007187257187258,49.0,2,1125,1,0,195,93.0,9.0,10.0,10.0,10.0,10.0,9.0,0,5,5,0,0,1.82,3.8918202981106265,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,100.0,100.0,1,4.0,1,37.96856,23.725720000000003,3,1.0,1.0,1.0,9.405400155400157,50.0,2,365,1,72,431,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1,0,0,4.04,3.912023005428146,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,95.0,94.0,0,4.0,1,37.9929,23.771379999999997,5,1.0,1.0,2.0,20.0986790986791,29.0,4,1125,1,90,326,87.0,9.0,8.0,9.0,9.0,9.0,9.0,0,2,2,0,0,3.08,3.367295829986474,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,100.0,100.0,0,1.0,1,37.99149,23.729020000000002,5,1.0,2.0,2.0,21.40889665889666,75.0,7,120,1,90,64,97.0,10.0,10.0,10.0,10.0,9.0,9.0,1,1,1,0,0,0.62,4.31748811353631,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,100.0,100.0,0,15.0,1,37.97618,23.7183,4,1.0,1.0,2.0,20.495726495726494,76.0,2,1125,1,80,60,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,13,13,0,0,0.56,4.330733340286331,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,50.0,100.0,1,5.0,1,37.97889,23.73026,4,1.0,1.0,2.0,20.857226107226104,50.0,1,1125,1,0,247,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,5,5,0,0,2.41,3.912023005428146,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,100.0,50.0,1,1.0,1,37.9945,23.73907,4,1.0,1.0,2.0,22.377428127428125,23.0,5,120,1,80,51,98.0,10.0,9.0,10.0,10.0,9.0,10.0,0,1,1,0,0,0.48,3.1354942159291497,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,89.0,100.0,0,3.0,1,37.97289,23.72874,5,1.0,2.0,3.0,18.652680652680655,125.0,1,1125,1,83,233,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,2,2,0,0,2.2,4.8283137373023015,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,40.0,86.0,0,3.0,0,37.968140000000005,23.711029999999997,3,1.0,1.0,2.0,19.089160839160844,35.0,3,365,1,89,22,93.0,9.0,9.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0.22,3.5553480614894135,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,100.0,96.0,1,67.0,1,37.9802,23.723570000000002,4,1.0,1.0,1.0,20.58391608391608,32.0,2,1125,1,86,6,90.0,9.0,10.0,10.0,9.0,9.0,8.0,0,42,42,0,0,0.07,3.4657359027997265,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,100.0,96.0,1,67.0,1,37.9802,23.723570000000002,8,2.0,2.0,2.0,21.221833721833715,72.0,2,1125,1,90,8,98.0,10.0,10.0,10.0,10.0,9.0,9.0,0,42,42,0,0,0.1,4.276666119016055,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,89.0,100.0,0,3.0,1,37.97273,23.72912,3,1.0,1.0,1.0,11.33935508935509,80.0,1,1125,1,90,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,2,0,0,0.29,4.382026634673881,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,100.0,100.0,0,4.0,0,37.96367,23.71791,4,1.0,2.0,2.0,17.039238539238536,30.0,2,30,1,61,97,91.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0.95,3.4011973816621555,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,100.0,96.0,1,67.0,1,37.9802,23.723570000000002,16,5.5,5.0,5.0,21.221833721833715,176.0,2,1125,1,82,22,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0,42,42,0,0,0.22,5.170483995038151,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,100.0,96.0,1,67.0,1,37.9802,23.723570000000002,4,1.0,1.0,1.0,19.765928515928515,32.0,2,1125,1,82,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,42,42,0,0,0.06,3.4657359027997265,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,100.0,96.0,1,67.0,1,37.9802,23.723570000000002,4,1.0,1.0,1.0,18.896076146076144,32.0,2,1125,1,82,16,98.0,9.0,10.0,10.0,10.0,10.0,9.0,0,42,42,0,0,0.17,3.4657359027997265,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,100.0,96.0,1,67.0,1,37.96648,23.7276,2,1.0,1.0,1.0,20.772338772338767,62.0,3,1125,1,0,30,94.0,9.0,10.0,10.0,10.0,10.0,9.0,1,42,42,0,0,0.3,4.127134385045092,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,100.0,96.0,1,67.0,1,37.97506,23.73068,3,1.0,1.0,1.0,20.23465423465423,88.0,2,1125,1,0,32,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,42,42,0,0,0.31,4.477336814478207,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,100.0,100.0,0,7.0,0,37.96772,23.74999,12,3.0,4.0,9.0,21.91297591297591,289.0,3,60,1,89,11,95.0,9.0,10.0,10.0,10.0,9.0,9.0,1,3,3,0,0,0.12,5.666426688112432,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,100.0,100.0,1,1.0,1,37.97418,23.73276,3,1.0,1.0,2.0,18.02059052059052,16.0,2,21,1,70,352,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1,0,0,3.45,2.772588722239781,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,100.0,100.0,0,7.0,0,37.968790000000006,23.75065,8,2.0,3.0,5.0,16.70668220668221,186.0,3,30,1,90,10,93.0,9.0,10.0,10.0,10.0,9.0,10.0,1,3,3,0,0,0.14,5.225746673713202,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,100.0,100.0,0,2.0,1,38.02547,23.733620000000002,4,1.0,1.0,1.0,20.70979020979021,28.0,2,60,1,38,246,93.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,1,0,0,2.36,3.332204510175204,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,100.0,100.0,1,3.0,1,37.96691,23.72823,4,1.0,1.0,3.0,20.38306138306138,55.0,2,1125,1,87,169,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,2,0,0,1.73,4.007333185232471,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
