,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_90,number_of_reviews,review_scores_rating,review_scores_location,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,log_price,bathroom_is_private,Entire home/apt,Hotel room,Private room,Shared room,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,ΑΚΡΟΠΟΛΗ,ΑΜΠΕΛΟΚΗΠΟΙ,ΑΝΩ ΚΥΨΕΛΗ,ΑΝΩ ΠΑΤΗΣΙΑ,ΒΟΤΑΝΙΚΟΣ,ΓΚΑΖΙ,ΓΚΥΖΗ,ΓΟΥΒΑ,ΓΟΥΔΙ,ΕΛΛΗΝΟΡΩΣΩΝ,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,ΖΑΠΠΕΙΟ,ΘΗΣΕΙΟ,ΙΛΙΣΙΑ,ΚΕΡΑΜΕΙΚΟΣ,ΚΟΛΟΚΥΝΘΟΥ,ΚΟΛΩΝΑΚΙ,ΚΟΛΩΝΟΣ,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,ΚΥΨΕΛΗ,ΛΥΚΑΒΗΤΤΟΣ,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,ΝΕΑ ΚΥΨΕΛΗ,ΝΕΟΣ ΚΟΣΜΟΣ,ΝΙΡΒΑΝΑ,ΠΑΓΚΡΑΤΙ,ΠΑΤΗΣΙΑ,ΠΕΔΙΟ ΑΡΕΩΣ,ΠΕΝΤΑΓΩΝΟ,ΠΕΤΡΑΛΩΝΑ,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,ΠΟΛΥΓΩΝΟ,ΠΡΟΜΠΟΝΑ,ΡΗΓΙΛΛΗΣ,ΡΙΖΟΥΠΟΛΗ,ΣΕΠΟΛΙΑ,ΣΤΑΔΙΟ,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
8570,0,176.0,1,37.97869,23.728820000000002,2,1.0,1.0,7.7284201363702305,32.0,2,1125,1,61,2,100.0,10.0,1,113,113,0,0,3.4657359027997265,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8571,0,176.0,1,37.97869,23.728820000000002,4,1.0,2.0,12.684172348759613,34.0,2,1125,1,59,25,95.0,10.0,1,113,113,0,0,3.5263605246161616,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8572,0,176.0,1,37.97869,23.728820000000002,4,1.0,2.0,12.450021761207024,34.0,2,1125,1,76,10,96.0,10.0,1,113,113,0,0,3.5263605246161616,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8573,0,3.0,1,37.990840000000006,23.73089,3,1.0,2.0,11.492673726969386,30.0,2,1125,1,90,2,100.0,10.0,1,1,1,0,0,3.4011973816621555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8574,0,176.0,1,37.97869,23.728820000000002,2,1.0,1.0,12.684172348759613,34.0,2,1125,1,39,26,91.0,9.0,1,113,113,0,0,3.5263605246161616,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8575,0,176.0,1,37.97869,23.728820000000002,2,1.0,1.0,8.27955897287103,35.0,2,1125,1,71,6,97.0,10.0,1,113,113,0,0,3.5553480614894135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8576,0,176.0,1,37.97869,23.728820000000002,8,3.0,4.0,12.862179022196432,44.0,2,1125,1,81,20,98.0,10.0,1,113,113,0,0,3.784189633918261,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8578,0,176.0,1,37.97869,23.728820000000002,4,1.0,2.0,12.088495575221241,34.0,2,1125,1,64,6,97.0,10.0,1,113,113,0,0,3.5263605246161616,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8579,0,176.0,1,37.97869,23.728820000000002,2,1.0,1.0,12.684172348759613,34.0,2,1125,1,47,29,96.0,10.0,1,113,113,0,0,3.5263605246161616,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8580,0,176.0,1,37.97869,23.728820000000002,2,1.0,1.0,8.27955897287103,31.0,2,1125,1,68,11,85.0,10.0,1,113,113,0,0,3.4339872044851463,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8581,0,55.0,1,37.965509999999995,23.73076,7,1.0,5.0,11.72131147540984,70.0,1,1125,1,0,1,100.0,10.0,1,16,16,0,0,4.248495242049359,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8582,0,176.0,1,37.97869,23.728820000000002,8,3.0,4.0,14.428115479471929,47.0,2,1125,1,51,40,98.0,10.0,1,113,113,0,0,3.8501476017100584,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8584,1,7.0,1,37.975629999999995,23.730610000000002,3,1.0,2.0,18.654722181923688,131.0,2,1125,1,84,12,100.0,10.0,1,5,5,0,0,4.875197323201151,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8586,0,0.0,1,37.979659999999996,23.72733,4,1.0,1.0,10.967503264181053,60.0,1,1125,1,90,1,100.0,10.0,1,1,1,0,0,4.0943445622221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8587,0,0.0,0,37.9889,23.724829999999997,2,1.0,1.0,16.292180472943564,30.0,1,60,1,82,3,100.0,9.0,1,2,2,0,0,3.4011973816621555,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8588,0,8.0,1,37.98157,23.725839999999998,2,1.0,1.0,5.99260118961265,37.0,1,1125,1,52,1,100.0,10.0,1,8,0,8,0,3.6109179126442243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8589,0,8.0,1,37.980270000000004,23.72406,2,1.0,2.0,5.99260118961265,49.0,1,1125,1,52,1,100.0,10.0,1,8,0,8,0,3.8918202981106265,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8592,0,0.0,0,38.00521,23.74301,4,1.0,2.0,10.806035108080662,50.0,2,1125,1,90,1,100.0,10.0,1,1,1,0,0,3.912023005428146,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8594,0,0.0,1,38.00777,23.7369,2,1.0,1.0,20.10895110982156,45.0,3,1125,1,90,9,98.0,10.0,1,1,1,0,0,3.8066624897703196,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8596,0,8.0,1,37.981609999999996,23.72586,6,1.0,6.0,6.942985637603365,100.0,1,1125,1,52,1,100.0,10.0,1,8,0,8,0,4.605170185988092,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8599,0,0.0,0,37.96232,23.7216,6,3.0,4.0,19.232844915131295,70.0,2,1125,1,69,1,100.0,10.0,1,1,1,0,0,4.248495242049359,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8602,0,4.0,0,37.974070000000005,23.733610000000002,2,1.0,1.0,11.722907297258088,36.0,2,1125,1,0,2,100.0,10.0,1,4,4,0,0,3.58351893845611,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8603,1,6.0,1,37.97888,23.728170000000002,7,2.0,3.0,10.411141737995068,83.0,1,40,1,90,1,100.0,10.0,1,1,1,0,0,4.418840607796598,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8605,0,0.0,1,37.96598,23.74539,2,1.0,1.0,17.921659654722184,28.0,2,30,1,83,1,100.0,10.0,1,2,2,0,0,3.332204510175204,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8607,0,0.0,1,37.96498,23.716160000000002,4,1.0,2.0,14.192949368924998,30.0,5,30,1,67,1,100.0,10.0,0,1,1,0,0,3.4011973816621555,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8608,1,56.0,1,37.99627,23.764120000000002,4,1.0,2.0,18.50369940519368,48.0,1,1125,1,83,21,93.0,10.0,1,26,26,0,0,3.871201010907891,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8609,0,0.0,1,37.975590000000004,23.70751,4,1.0,2.0,18.486290439576383,46.0,2,1125,1,89,1,100.0,10.0,1,1,1,0,0,3.828641396489095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8610,0,22.0,1,37.98684,23.73484,2,1.0,1.0,18.347744088205424,24.0,1,365,1,87,7,77.0,10.0,1,22,22,0,0,3.1780538303479458,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8611,1,15.0,1,37.9944,23.71958,6,2.0,4.0,18.623240969099086,31.0,2,1125,1,86,5,100.0,9.0,1,7,7,0,0,3.4339872044851463,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8612,1,42.0,1,37.97188,23.74265,4,1.0,2.0,19.960684752647612,39.0,1,1124,1,86,3,100.0,10.0,1,34,34,0,0,3.6635616461296463,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8613,0,15.0,1,37.961940000000006,23.7229,4,1.0,1.0,18.266937472798492,20.0,3,1125,1,51,31,96.0,9.0,1,11,11,0,0,2.995732273553991,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8615,0,1.0,1,37.98771,23.737070000000003,6,3.0,3.0,9.213114754098362,40.0,2,30,1,0,1,80.0,10.0,0,1,1,0,0,3.6888794541139363,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8616,0,0.0,0,37.95854,23.73045,6,2.0,3.0,17.229798346148264,80.0,2,1125,1,89,2,90.0,10.0,1,1,1,0,0,4.382026634673881,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8618,0,0.0,0,38.01693,23.7426,5,2.0,3.0,16.164804874510374,28.0,2,100,1,23,7,100.0,10.0,1,1,1,0,0,3.332204510175204,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8620,0,0.0,0,37.96286,23.724829999999997,4,1.0,2.0,12.006528362106486,30.0,2,1125,1,90,1,100.0,10.0,1,1,1,0,0,3.4011973816621555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8621,1,14.0,1,37.95183,23.722279999999998,2,1.0,1.0,18.399970985057305,29.0,1,1125,1,0,21,98.0,10.0,1,8,8,0,0,3.367295829986474,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8622,0,36.0,1,37.97996,23.746589999999998,3,2.0,2.0,15.236471782968227,68.0,2,1125,1,80,1,100.0,10.0,1,20,20,0,0,4.219507705176107,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8623,1,15.0,1,37.965990000000005,23.72674,16,5.0,10.0,22.38981575511389,64.0,1,1125,1,90,7,100.0,10.0,1,16,16,0,0,4.1588830833596715,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8624,0,2.0,1,37.99046,23.72812,1,1.0,1.0,5.174960104453793,13.0,3,60,1,90,4,85.0,9.0,1,3,0,3,0,2.5649493574615367,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8625,0,1.0,1,37.9953,23.72816,3,1.0,2.0,19.3428115479472,24.0,3,360,1,90,1,100.0,6.0,0,1,1,0,0,3.1780538303479458,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8627,0,15.0,1,38.013220000000004,23.73501,1,1.0,1.0,6.573625417089801,15.0,1,1125,1,0,1,100.0,10.0,0,15,8,7,0,2.70805020110221,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8630,1,1.0,1,37.96532,23.72852,4,1.0,2.0,18.371101117075295,92.0,1,1125,1,0,1,100.0,10.0,1,9,9,0,0,4.5217885770490405,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8632,1,0.0,1,37.97803,23.73016,4,1.0,3.0,22.820252430001453,45.0,1,1125,1,86,8,100.0,10.0,1,4,4,0,0,3.8066624897703196,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8633,1,8.0,1,37.9796,23.72666,6,3.0,3.0,22.07050631075004,81.0,3,30,1,60,20,100.0,10.0,1,7,7,0,0,4.394449154672439,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8634,1,1.0,1,37.97149,23.73329,4,1.0,1.0,19.638183664587267,65.0,1,30,1,86,11,100.0,10.0,1,5,5,0,0,4.174387269895637,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8635,0,2.0,1,37.95677,23.72796,2,1.0,1.0,18.504134629334107,64.0,1,31,1,0,7,97.0,10.0,1,3,3,0,0,4.1588830833596715,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8636,1,0.0,1,37.97738,23.73114,3,1.0,2.0,22.667778906136665,38.0,1,1125,1,90,2,100.0,10.0,1,4,4,0,0,3.6375861597263857,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8637,1,0.0,1,37.97708,23.73163,4,1.0,3.0,21.43319309444364,35.0,1,1125,1,90,5,100.0,10.0,1,4,4,0,0,3.5553480614894135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8639,0,2.0,0,37.99581,23.75106,2,1.0,1.0,15.88481067749891,30.0,2,1125,1,0,1,100.0,10.0,1,2,2,0,0,3.4011973816621555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8640,1,4.0,1,37.98969,23.728379999999998,4,1.0,2.0,12.63165530248078,50.0,1,60,1,60,1,100.0,10.0,1,7,7,0,0,3.912023005428146,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8643,0,36.0,1,37.96836,23.73066,4,2.0,3.0,19.098505730451187,20.0,1,1000,1,0,49,95.0,10.0,1,32,32,0,0,2.995732273553991,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8645,1,4.0,1,38.009859999999996,23.73145,3,1.0,1.0,9.970259683737126,18.0,7,1125,1,0,3,93.0,9.0,1,3,3,0,0,2.8903717578961645,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8651,0,10.0,1,37.974959999999996,23.71725,4,1.0,2.0,17.36834469751922,60.0,2,1125,1,90,1,80.0,10.0,0,10,10,0,0,4.0943445622221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8652,0,1.0,0,37.98863,23.73426,1,1.0,1.0,9.005802988539097,15.0,1,30,1,89,4,100.0,10.0,0,2,0,2,0,2.70805020110221,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8653,0,176.0,1,37.964909999999996,23.7298,4,1.0,2.0,15.811838096619757,29.0,2,1125,1,86,18,96.0,10.0,1,113,113,0,0,3.367295829986474,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8654,0,0.0,1,37.98769,23.708470000000002,6,2.0,2.0,8.911359350065284,60.0,2,1125,1,23,2,100.0,10.0,1,1,1,0,0,4.0943445622221,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8655,0,2.0,1,37.988,23.7283,2,1.0,1.0,17.33222109386334,41.0,2,1125,1,90,1,100.0,8.0,0,3,3,0,0,3.713572066704308,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8656,1,9.0,1,37.97703,23.731479999999998,6,2.0,2.0,17.821122878282317,27.0,1,1125,1,84,29,98.0,10.0,1,4,4,0,0,3.295836866004329,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8657,0,5.0,1,37.96723,23.74267,4,1.0,2.0,17.23458581169302,150.0,1,5,1,84,15,93.0,10.0,1,2,2,0,0,5.0106352940962555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8658,0,0.0,0,37.9906,23.72231,3,1.0,1.0,12.219933265631802,30.0,2,1125,1,57,2,100.0,9.0,0,1,1,0,0,3.4011973816621555,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8659,0,176.0,1,37.98907,23.75732,4,2.0,2.0,15.99318148846656,39.0,2,1125,1,80,15,100.0,10.0,1,113,113,0,0,3.6635616461296463,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8662,0,0.0,1,37.96432,23.744310000000002,5,1.0,1.0,10.104743943130714,25.0,2,15,1,20,2,100.0,10.0,1,1,1,0,0,3.2188758248682006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8665,0,0.0,0,37.98854,23.72435,4,1.0,2.0,11.638763963441173,18.0,4,365,1,0,4,100.0,10.0,1,1,1,0,0,2.8903717578961645,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8666,1,2.0,1,37.96397,23.7222,4,1.0,2.0,18.27361090961845,23.0,1,1125,1,90,10,94.0,10.0,1,2,2,0,0,3.1354942159291497,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8667,0,0.0,0,37.963409999999996,23.718329999999998,2,1.0,1.0,15.966197591759755,130.0,2,1125,1,1,1,100.0,10.0,1,1,1,0,0,4.867534450455582,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8668,1,1.0,1,37.97359,23.71975,4,1.0,3.0,12.229798346148266,36.0,2,30,1,19,8,100.0,10.0,1,2,2,0,0,3.58351893845611,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8670,0,0.0,1,37.995979999999996,23.74523,6,2.0,3.0,20.422167416219356,35.0,1,1125,1,0,9,100.0,10.0,0,1,1,0,0,3.5553480614894135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8672,1,8.0,1,37.979040000000005,23.70701,6,2.0,2.0,14.780792107935584,298.0,1,1125,1,90,7,91.0,9.0,0,7,7,0,0,5.697093486505405,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8673,1,1.0,1,37.963640000000005,23.71978,2,1.0,1.0,15.35195125489627,34.0,1,15,1,89,13,97.0,10.0,1,2,2,0,0,3.5263605246161616,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8674,1,1.0,1,37.96403,23.72104,4,1.0,1.0,20.47337879007689,67.0,1,30,1,78,7,97.0,10.0,1,5,5,0,0,4.204692619390966,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
