,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,distance_from_metro(meters),log_price,bathroom_is_private,a few days or more,within a day,within a few hours,within an hour,Entire home/apt,Hotel room,Private room,Shared room,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,ΑΚΡΟΠΟΛΗ,ΑΜΠΕΛΟΚΗΠΟΙ,ΑΝΩ ΚΥΨΕΛΗ,ΑΝΩ ΠΑΤΗΣΙΑ,ΒΟΤΑΝΙΚΟΣ,ΓΚΑΖΙ,ΓΚΥΖΗ,ΓΟΥΒΑ,ΓΟΥΔΙ,ΕΛΛΗΝΟΡΩΣΩΝ,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,ΖΑΠΠΕΙΟ,ΘΗΣΕΙΟ,ΙΛΙΣΙΑ,ΚΕΡΑΜΕΙΚΟΣ,ΚΟΛΟΚΥΝΘΟΥ,ΚΟΛΩΝΑΚΙ,ΚΟΛΩΝΟΣ,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,ΚΥΨΕΛΗ,ΛΥΚΑΒΗΤΤΟΣ,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,ΝΕΑ ΚΥΨΕΛΗ,ΝΕΟΣ ΚΟΣΜΟΣ,ΝΙΡΒΑΝΑ,ΠΑΓΚΡΑΤΙ,ΠΑΤΗΣΙΑ,ΠΕΔΙΟ ΑΡΕΩΣ,ΠΕΝΤΑΓΩΝΟ,ΠΕΤΡΑΛΩΝΑ,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,ΠΟΛΥΓΩΝΟ,ΠΡΟΜΠΟΝΑ,ΡΗΓΙΛΛΗΣ,ΡΙΖΟΥΠΟΛΗ,ΣΕΠΟΛΙΑ,ΣΤΑΔΙΟ,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
1547,100.0,100.0,1,20.0,1,37.9676,23.72998,6,1.0,2.0,2.0,12.345765345765347,51.0,1,1125,1,90,3,87.0,9.0,10.0,10.0,10.0,9.0,8.0,1,19,19,0,0,0.08,938.503629335076,3.9318256327243257,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,100.0,100.0,1,20.0,1,37.9676,23.72998,2,1.0,1.0,1.0,14.918609168609171,42.0,1,1125,1,90,20,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,19,19,0,0,0.57,938.503629335076,3.7376696182833684,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,100.0,100.0,0,2.0,1,37.9977,23.74187,4,1.5,2.0,3.0,21.51165501165501,70.0,2,1125,1,39,19,96.0,10.0,10.0,9.0,10.0,9.0,10.0,0,1,1,0,0,0.62,540.327373262519,4.248495242049359,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,100.0,100.0,1,20.0,1,37.9676,23.72998,2,1.0,1.0,1.0,11.395493395493398,90.0,1,1125,1,90,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,19,19,0,0,0.14,938.503629335076,4.499809670330265,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,100.0,100.0,1,20.0,1,37.9676,23.72998,2,1.0,1.0,1.0,11.395493395493398,90.0,1,1125,1,90,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,19,19,0,0,0.06,938.503629335076,4.499809670330265,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,100.0,100.0,1,20.0,1,37.9676,23.72998,2,1.0,1.0,1.0,11.395493395493398,42.0,1,1125,1,90,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,19,19,0,0,0.03,938.503629335076,3.7376696182833684,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,0.0,100.0,0,7.0,0,37.97371,23.727870000000006,4,1.5,2.0,3.0,10.14102564102564,83.0,2,15,1,89,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,3,0,0,0.09,391.8386398663401,4.418840607796598,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,75.0,0.0,0,1.0,1,37.99344,23.72688,5,1.0,2.0,2.0,19.973970473970475,34.0,2,100,1,90,58,93.0,10.0,9.0,10.0,10.0,9.0,10.0,0,1,1,0,0,1.52,249.86430419333573,3.5263605246161616,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1555,100.0,100.0,0,1.0,1,37.97796,23.72491,4,1.0,1.0,1.0,17.794483294483296,40.0,1,152,1,90,166,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,1,0,0,4.36,139.3698913376067,3.6888794541139363,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,100.0,100.0,0,10.0,1,37.98394,23.71432,6,1.5,3.0,4.0,18.943084693084693,45.0,1,1125,1,89,107,94.0,10.0,9.0,10.0,10.0,9.0,10.0,1,10,10,0,0,2.88,913.8687857069557,3.8066624897703196,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,100.0,100.0,0,15.0,1,37.96837,23.72577,4,1.5,1.0,1.0,20.107614607614607,63.0,2,30,1,89,17,93.0,10.0,9.0,10.0,10.0,9.0,10.0,0,10,10,0,0,0.47,671.2415338770439,4.143134726391533,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,100.0,100.0,1,6.0,1,37.96643,23.70571,3,1.0,1.0,2.0,22.004079254079254,26.0,2,1125,1,71,153,98.0,10.0,9.0,10.0,10.0,10.0,10.0,1,7,7,0,0,3.91,1293.3438263394944,3.258096538021482,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1559,100.0,99.0,1,70.0,1,37.98466,23.73386,12,2.0,4.0,7.0,20.829254079254078,55.0,1,28,1,63,181,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1,63,63,0,0,4.68,351.54786792060725,4.007333185232471,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,100.0,100.0,0,3.0,1,38.00839000000001,23.72617,2,1.0,1.0,2.0,17.003108003108004,13.0,20,100,1,22,122,92.0,10.0,9.0,10.0,10.0,9.0,10.0,1,4,0,4,0,3.14,721.0297816111273,2.5649493574615367,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,100.0,98.0,0,57.0,1,37.96644000000001,23.73085,2,1.0,1.0,1.0,18.299145299145298,22.0,1,31,1,90,60,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1,56,12,44,0,1.58,969.2668445528408,3.091042453358316,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,100.0,94.0,1,42.0,1,37.97282,23.74568,2,1.0,1.0,1.0,21.635392385392386,41.0,1,1124,1,82,100,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,34,34,0,0,2.62,349.9079769690434,3.713572066704308,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,100.0,100.0,0,3.0,1,38.00815,23.72468,2,1.0,1.0,1.0,16.965617715617718,12.0,15,100,1,73,152,93.0,10.0,9.0,10.0,10.0,9.0,9.0,1,4,0,4,0,3.9,588.1228157280548,2.4849066497880004,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,100.0,98.0,0,57.0,1,37.96643,23.73087,2,1.0,1.0,2.0,17.687062937062937,24.0,1,45,1,90,37,92.0,9.0,9.0,9.0,9.0,9.0,9.0,1,56,12,44,0,0.98,970.6922865180984,3.1780538303479458,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,100.0,100.0,1,12.0,1,37.95808,23.7279,3,1.0,1.0,1.0,7.943667443667445,55.0,1,1125,1,90,69,99.0,10.0,10.0,10.0,10.0,9.0,9.0,1,10,5,5,0,1.95,201.0419437727529,4.007333185232471,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,100.0,98.0,0,57.0,1,37.96643,23.73087,2,1.0,1.0,1.0,13.000388500388501,24.0,1,45,1,90,76,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1,56,12,44,0,1.98,970.6922865180984,3.1780538303479458,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,97.0,98.0,0,141.0,1,37.98653,23.7205,8,2.0,3.0,3.0,20.729992229992224,230.0,1,1125,1,90,1,100.0,10.0,10.0,10.0,8.0,4.0,10.0,0,67,52,15,0,0.05,299.6693086260214,5.438079308923196,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,99.0,99.0,0,134.0,1,37.96802,23.7314,6,2.0,3.0,5.0,19.45881895881896,34.0,1,28,1,90,81,93.0,10.0,9.0,9.0,10.0,10.0,10.0,1,56,56,0,0,2.11,919.8125919450284,3.5263605246161616,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,97.0,98.0,0,141.0,1,37.98759,23.7208,6,2.5,2.0,2.0,20.729992229992224,169.0,1,1125,1,90,2,100.0,10.0,10.0,10.0,10.0,7.0,9.0,0,67,52,15,0,0.07,243.6830091760159,5.1298987149230735,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,100.0,100.0,1,10.0,1,37.99014,23.73568,8,1.0,3.0,4.0,18.075951825951826,45.0,3,1125,1,0,16,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,5,5,0,0,0.45,328.5687947852182,3.8066624897703196,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,100.0,100.0,1,4.0,0,37.97852,23.73826,2,1.0,1.0,1.0,18.392773892773892,72.0,3,1125,1,0,38,99.0,10.0,9.0,10.0,10.0,10.0,9.0,1,2,2,0,0,0.99,471.1488856265927,4.276666119016055,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,100.0,75.0,1,1.0,1,37.98786,23.72995,9,4.0,4.0,5.0,18.03826728826729,132.0,3,120,1,0,56,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,1,0,0,1.53,188.0060253209465,4.882801922586371,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,100.0,100.0,1,1.0,1,37.96547,23.725,6,1.0,2.0,2.0,20.063325563325563,39.0,2,1125,1,90,44,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,1.15,445.2761399834923,3.6635616461296463,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,100.0,100.0,1,1.0,1,37.9645,23.72635,4,1.0,1.0,1.0,7.993395493395494,20.0,1,1125,1,4,218,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,5.72,543.7364471278211,2.995732273553991,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,100.0,80.0,1,1.0,1,37.96781,23.73596,5,1.5,2.0,2.0,20.998251748251747,50.0,2,1125,1,52,100,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1,0,0,2.6,934.9738044521764,3.912023005428146,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,100.0,100.0,0,1.0,1,37.97166,23.73196,5,1.0,2.0,3.0,18.675407925407928,34.0,2,1125,1,89,97,89.0,9.0,9.0,9.0,9.0,10.0,9.0,0,1,1,0,0,2.55,517.851751450145,3.5263605246161616,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,100.0,100.0,1,2.0,0,37.99905,23.73352,2,1.0,1.0,1.0,16.12626262626263,32.0,1,1125,1,89,7,100.0,9.0,10.0,10.0,10.0,10.0,10.0,1,2,2,0,0,0.18,364.2483117419288,3.4657359027997265,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,100.0,100.0,1,2.0,0,37.99921,23.73191,2,1.0,1.0,2.0,11.951048951048952,32.0,1,1125,1,90,4,100.0,10.0,10.0,10.0,9.0,9.0,10.0,1,2,2,0,0,0.12,274.49468318242486,3.4657359027997265,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1580,90.0,100.0,0,7.0,1,37.96472,23.725620000000006,3,1.0,1.0,0.0,18.910839160839163,21.0,1,1125,1,23,162,94.0,10.0,9.0,10.0,10.0,10.0,10.0,1,7,7,0,0,4.34,481.66706082649375,3.044522437723423,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,80.0,86.0,0,1.0,1,37.9894,23.75901,3,1.0,1.0,2.0,10.013014763014763,45.0,2,90,1,75,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,2,0,0,0.16,1103.5679180130237,3.8066624897703196,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,100.0,100.0,1,3.0,1,37.98004,23.74341,4,1.5,1.0,2.0,22.500194250194248,80.0,2,1125,1,2,158,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,2,1,0,4.13,478.25024254172615,4.382026634673881,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,100.0,100.0,0,3.0,0,37.98919,23.71932,4,1.0,1.0,3.0,6.636169386169385,20.0,1,30,1,90,14,88.0,9.0,10.0,10.0,8.0,9.0,9.0,1,3,2,1,0,0.37,408.023560702844,2.995732273553991,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1584,100.0,100.0,1,3.0,1,37.97888,23.74484,4,1.0,1.0,2.0,20.59110334110334,30.0,2,1125,1,87,40,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,2,1,0,1.09,327.5651459826248,3.4011973816621555,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,97.0,100.0,1,60.0,1,37.97063,23.74422,4,1.0,1.0,1.0,9.462703962703964,37.0,2,100,1,74,24,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1,33,33,0,0,0.65,453.61346787864545,3.6109179126442243,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,100.0,100.0,1,4.0,0,37.9773,23.73802,6,2.5,2.0,3.0,20.48912198912199,101.0,2,1125,1,64,60,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,2,0,0,1.65,388.47995849554235,4.61512051684126,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,100.0,92.0,1,1.0,0,37.96058,23.73168,2,1.0,1.0,1.0,18.92812742812743,21.0,2,60,1,0,89,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1,0,0,2.46,487.83975439980117,3.044522437723423,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,100.0,100.0,1,3.0,1,37.98012,23.74409,2,1.0,1.0,1.0,20.73892773892774,30.0,2,1125,1,1,58,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,2,1,0,1.51,472.38069955208124,3.4011973816621555,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,100.0,97.0,1,7.0,1,37.98052,23.71076,2,1.0,1.0,1.0,15.162587412587415,21.0,6,45,1,9,5,84.0,8.0,10.0,9.0,8.0,9.0,9.0,1,3,1,2,0,0.14,1144.4940594987766,3.044522437723423,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,100.0,83.0,1,1.0,1,37.98764,23.71783,4,1.0,2.0,2.0,21.16977466977467,45.0,4,100,1,0,110,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,1,0,0,2.87,504.2975393620385,3.8066624897703196,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,100.0,100.0,0,3.0,1,37.99145,23.72605,2,1.0,1.0,1.0,18.334304584304583,17.0,2,300,1,71,19,88.0,9.0,10.0,9.0,9.0,7.0,9.0,1,3,3,0,0,0.5,266.8921495801479,2.833213344056216,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,100.0,100.0,0,2.0,1,37.9757,23.72818,2,1.0,1.0,1.0,17.364996114996114,29.0,2,30,1,90,62,91.0,9.0,9.0,10.0,9.0,10.0,9.0,0,2,2,0,0,1.73,268.32576409467123,3.367295829986474,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,100.0,100.0,1,3.0,1,37.97901,23.72903,4,1.0,1.0,2.0,19.399378399378396,50.0,2,10,1,88,358,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,3,0,0,9.32,416.98012181291824,3.912023005428146,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,100.0,100.0,1,3.0,1,37.97829,23.7308,6,1.0,2.0,2.0,8.755633255633256,70.0,1,10,1,68,303,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,3,0,0,7.93,365.9130686227706,4.248495242049359,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,0.0,91.0,0,3.0,1,37.9688,23.72963,5,1.5,2.0,2.0,13.659285159285162,130.0,2,20,1,89,177,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,1,1,0,0,4.81,858.5589488549859,4.867534450455582,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,97.0,100.0,1,60.0,1,37.97122,23.74372,6,2.0,3.0,4.0,17.59343434343435,41.0,2,65,1,87,39,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,33,33,0,0,1.14,525.9035066885044,3.713572066704308,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,100.0,100.0,0,3.0,1,37.99188,23.72607,2,1.5,1.0,1.0,18.334304584304583,18.0,2,1125,1,90,14,90.0,10.0,10.0,10.0,9.0,9.0,9.0,1,3,3,0,0,0.37,259.2750965797767,2.8903717578961645,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,100.0,99.0,1,70.0,1,37.97486,23.7333,5,1.0,2.0,2.0,21.424436674436674,35.0,1,28,1,59,224,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,63,63,0,0,5.89,143.75189639005956,3.5553480614894135,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,100.0,100.0,1,5.0,0,37.97992,23.72535,4,1.0,1.0,3.0,19.478049728049733,55.0,5,90,1,66,46,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,5,5,0,0,1.21,171.00527093444236,4.007333185232471,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,100.0,100.0,1,3.0,1,37.96346,23.72147,5,1.0,2.0,2.0,10.625485625485625,65.0,2,1125,1,90,64,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,3,0,0,1.75,144.4859382389337,4.174387269895637,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,100.0,100.0,0,13.0,1,37.97459,23.71394,4,1.0,1.0,3.0,10.878787878787877,26.0,20,400,1,88,115,91.0,9.0,9.0,9.0,9.0,9.0,9.0,1,9,9,0,0,2.99,820.697126595054,3.258096538021482,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
