,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,distance_from_metro(meters),log_price,bathroom_is_private,a few days or more,within a day,within a few hours,within an hour,Entire home/apt,Hotel room,Private room,Shared room,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,ΑΚΡΟΠΟΛΗ,ΑΜΠΕΛΟΚΗΠΟΙ,ΑΝΩ ΚΥΨΕΛΗ,ΑΝΩ ΠΑΤΗΣΙΑ,ΒΟΤΑΝΙΚΟΣ,ΓΚΑΖΙ,ΓΚΥΖΗ,ΓΟΥΒΑ,ΓΟΥΔΙ,ΕΛΛΗΝΟΡΩΣΩΝ,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,ΖΑΠΠΕΙΟ,ΘΗΣΕΙΟ,ΙΛΙΣΙΑ,ΚΕΡΑΜΕΙΚΟΣ,ΚΟΛΟΚΥΝΘΟΥ,ΚΟΛΩΝΑΚΙ,ΚΟΛΩΝΟΣ,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,ΚΥΨΕΛΗ,ΛΥΚΑΒΗΤΤΟΣ,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,ΝΕΑ ΚΥΨΕΛΗ,ΝΕΟΣ ΚΟΣΜΟΣ,ΝΙΡΒΑΝΑ,ΠΑΓΚΡΑΤΙ,ΠΑΤΗΣΙΑ,ΠΕΔΙΟ ΑΡΕΩΣ,ΠΕΝΤΑΓΩΝΟ,ΠΕΤΡΑΛΩΝΑ,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,ΠΟΛΥΓΩΝΟ,ΠΡΟΜΠΟΝΑ,ΡΗΓΙΛΛΗΣ,ΡΙΖΟΥΠΟΛΗ,ΣΕΠΟΛΙΑ,ΣΤΑΔΙΟ,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
13,100.0,100.0,1,20.0,1,37.966,23.74443,6,1.0,2.0,2.0,21.4020979020979,46.0,1,730,1,0,171,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1,19,19,0,0,1.5,466.85720980544335,3.828641396489095,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,100.0,100.0,0,3.0,1,37.97537,23.73337,4,1.0,2.0,2.0,17.28943278943279,35.0,2,30,1,89,112,82.0,9.0,9.0,10.0,10.0,10.0,9.0,0,2,2,0,0,1.05,89.78859824151517,3.5553480614894135,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,100.0,100.0,0,3.0,1,37.97503,23.73236,2,1.0,1.0,1.0,14.460955710955712,36.0,2,30,1,89,47,83.0,9.0,9.0,8.0,9.0,10.0,9.0,0,2,2,0,0,0.42,176.59723800428958,3.58351893845611,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,97.0,98.0,0,141.0,1,37.96101,23.73623,8,2.0,3.0,5.0,17.09887334887335,84.0,2,730,1,90,164,92.0,10.0,10.0,10.0,10.0,9.0,9.0,1,67,52,15,0,1.53,744.636931682728,4.430816798843313,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,100.0,100.0,1,3.0,1,37.97952,23.72367,4,1.0,1.0,1.0,20.905594405594407,75.0,4,40,1,83,74,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0.73,41.95652033858117,4.31748811353631,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,80.0,75.0,0,1.0,0,37.9858,23.72328,8,1.0,2.0,8.0,17.29933954933955,20.0,3,365,1,89,32,95.0,10.0,9.0,10.0,10.0,9.0,9.0,0,1,1,0,0,0.31,213.19740099190116,2.995732273553991,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,100.0,96.0,1,67.0,1,37.9802,23.72357,4,1.0,1.0,1.0,21.038461538461533,40.0,2,1125,1,75,19,95.0,9.0,10.0,10.0,10.0,9.0,10.0,0,42,42,0,0,0.18,117.76205128992187,3.6888794541139363,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,100.0,96.0,1,67.0,1,37.9802,23.72357,4,1.0,1.0,1.0,21.038461538461533,41.0,2,1125,1,1,7,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0,42,42,0,0,0.09,117.76205128992187,3.713572066704308,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.0,14.0,0,2.0,1,37.97743,23.74365,2,1.0,1.0,0.0,7.773115773115772,45.0,7,365,1,0,24,91.0,9.0,9.0,10.0,9.0,10.0,9.0,0,2,2,0,0,0.21,207.17050116702615,3.8066624897703196,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,43.0,33.0,0,3.0,0,37.9657,23.7301,3,2.0,2.0,2.0,18.3463480963481,70.0,3,1125,1,89,64,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,3,2,1,0,0.59,887.1687659681962,4.248495242049359,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,100.0,91.0,0,9.0,1,37.99253,23.73115,8,1.0,3.0,8.0,11.5464257964258,41.0,2,730,1,0,57,92.0,9.0,9.0,9.0,9.0,9.0,9.0,1,9,9,0,0,0.53,119.24362869861672,3.713572066704308,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,100.0,100.0,0,2.0,1,37.97607,23.74075,4,1.0,2.0,1.0,11.915889665889667,80.0,1,1125,1,90,33,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,1,0,0,0.4,378.9819930297249,4.382026634673881,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,100.0,100.0,1,3.0,1,37.97652,23.72443,2,1.0,1.0,1.0,21.725718725718725,200.0,2,1125,1,86,439,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,2,0,0,4.32,82.58482379655682,5.298317366548036,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
