host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,bathroom_is_private,Entire home/apt,Hotel room,Private room,Shared room,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,ΑΚΡΟΠΟΛΗ,ΑΜΠΕΛΟΚΗΠΟΙ,ΑΝΩ ΚΥΨΕΛΗ,ΑΝΩ ΠΑΤΗΣΙΑ,ΒΟΤΑΝΙΚΟΣ,ΓΚΑΖΙ,ΓΚΥΖΗ,ΓΟΥΒΑ,ΓΟΥΔΙ,ΕΛΛΗΝΟΡΩΣΩΝ,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,ΖΑΠΠΕΙΟ,ΘΗΣΕΙΟ,ΙΛΙΣΙΑ,ΚΕΡΑΜΕΙΚΟΣ,ΚΟΛΟΚΥΝΘΟΥ,ΚΟΛΩΝΑΚΙ,ΚΟΛΩΝΟΣ,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,ΚΥΨΕΛΗ,ΛΥΚΑΒΗΤΤΟΣ,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,ΝΕΑ ΚΥΨΕΛΗ,ΝΕΟΣ ΚΟΣΜΟΣ,ΝΙΡΒΑΝΑ,ΠΑΓΚΡΑΤΙ,ΠΑΤΗΣΙΑ,ΠΕΔΙΟ ΑΡΕΩΣ,ΠΕΝΤΑΓΩΝΟ,ΠΕΤΡΑΛΩΝΑ,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,ΠΟΛΥΓΩΝΟ,ΠΡΟΜΠΟΝΑ,ΡΗΓΙΛΛΗΣ,ΡΙΖΟΥΠΟΛΗ,ΣΕΠΟΛΙΑ,ΣΤΑΔΙΟ,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,a few days or more,within a day,within a few hours,within an hour
100.0,100.0,1,12.0,12.0,1,1,3,1.0,1.0,1.0,55.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,30,60,90,365,69,3,0,99.0,10.0,10.0,10.0,10.0,9.0,9.0,1,10,5,5,0,1.95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,98.0,0,57.0,57.0,1,1,2,1.0,1.0,1.0,24.0,1,45,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,30,60,90,365,76,4,0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1,56,12,44,0,1.98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97.0,98.0,0,141.0,141.0,1,1,8,2.0,3.0,3.0,230.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,30,60,90,365,1,0,0,100.0,10.0,10.0,10.0,8.0,4.0,10.0,0,67,52,15,0,0.05,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99.0,99.0,0,134.0,134.0,1,1,6,2.0,3.0,5.0,34.0,1,28,1.0,1.0,28.0,28.0,1.0,28.0,1,30,60,90,365,81,4,0,93.0,10.0,9.0,9.0,10.0,10.0,10.0,1,56,56,0,0,2.11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97.0,98.0,0,141.0,141.0,1,1,6,2.5,2.0,2.0,169.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,30,60,90,365,2,0,0,100.0,10.0,10.0,10.0,10.0,7.0,9.0,0,67,52,15,0,0.07,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1,10.0,10.0,1,1,8,1.0,3.0,4.0,45.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,0,0,0,0,16,0,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,5,5,0,0,0.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1,4.0,4.0,1,0,2,1.0,1.0,1.0,72.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,0,0,0,144,38,0,0,99.0,10.0,9.0,10.0,10.0,10.0,9.0,1,2,2,0,0,0.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,75.0,1,1.0,1.0,1,1,9,4.0,4.0,5.0,132.0,3,120,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,0,0,0,215,56,2,0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,1,0,0,1.53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100.0,100.0,1,1.0,1.0,1,1,6,1.0,2.0,2.0,39.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,30,60,90,180,44,0,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,1.15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1,1.0,1.0,1,1,4,1.0,1.0,1.0,20.0,1,1125,1.0,2.0,1125.0,1125.0,1.1,1125.0,1,0,0,4,4,218,1,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,5.72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,80.0,1,1.0,1.0,1,1,5,1.5,2.0,2.0,50.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,0,22,52,142,100,3,1,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1,0,0,2.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0,1.0,1.0,1,1,5,1.0,2.0,3.0,34.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,29,59,89,358,97,4,0,89.0,9.0,9.0,9.0,9.0,10.0,9.0,0,1,1,0,0,2.55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100.0,100.0,1,2.0,2.0,1,0,2,1.0,1.0,1.0,32.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,29,59,89,364,7,3,0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,1,2,2,0,0,0.18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1,2.0,2.0,1,0,2,1.0,1.0,2.0,32.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,30,60,90,365,4,0,0,100.0,10.0,10.0,10.0,9.0,9.0,10.0,1,2,2,0,0,0.12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
80.0,86.0,0,1.0,1.0,1,1,3,1.0,1.0,2.0,45.0,2,90,2.0,2.0,90.0,90.0,2.0,90.0,1,21,47,75,165,6,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,2,0,0,0.16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1,3.0,3.0,1,1,4,1.5,1.0,2.0,80.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,0,0,2,227,158,13,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,2,1,0,4.13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0,3.0,3.0,1,0,4,1.0,1.0,3.0,20.0,1,30,1.0,1.0,30.0,30.0,1.0,30.0,1,30,60,90,180,14,0,0,88.0,9.0,10.0,10.0,8.0,9.0,9.0,1,3,2,1,0,0.37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
100.0,100.0,1,3.0,3.0,1,1,4,1.0,1.0,2.0,30.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,27,57,87,356,40,4,1,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,2,1,0,1.09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97.0,100.0,1,60.0,60.0,1,1,4,1.0,1.0,1.0,37.0,2,100,2.0,2.0,100.0,100.0,2.0,100.0,1,14,44,74,349,24,10,0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1,33,33,0,0,0.65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1,4.0,4.0,1,0,6,2.5,2.0,3.0,101.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,11,34,64,339,60,2,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,2,0,0,1.65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,92.0,1,1.0,1.0,1,0,2,1.0,1.0,1.0,21.0,2,60,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,0,0,0,267,89,9,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1,0,0,2.46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1,3.0,3.0,1,1,2,1.0,1.0,1.0,30.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,1,1,1,1,58,1,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,2,1,0,1.51,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,97.0,1,7.0,7.0,1,1,2,1.0,1.0,1.0,21.0,6,45,6.0,6.0,1125.0,1125.0,6.0,1125.0,1,0,0,9,9,5,2,0,84.0,8.0,10.0,9.0,8.0,9.0,9.0,1,3,1,2,0,0.14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,83.0,1,1.0,1.0,1,1,4,1.0,2.0,2.0,45.0,4,100,4.0,4.0,100.0,100.0,4.0,100.0,1,0,0,0,0,110,2,0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,1,0,0,2.87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0,3.0,3.0,1,1,2,1.0,1.0,1.0,17.0,2,300,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,11,41,71,284,19,0,0,88.0,9.0,10.0,9.0,9.0,7.0,9.0,1,3,3,0,0,0.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0,2.0,2.0,1,1,2,1.0,1.0,1.0,29.0,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,30,60,90,365,62,3,0,91.0,9.0,9.0,10.0,9.0,10.0,9.0,0,2,2,0,0,1.73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100.0,100.0,1,3.0,3.0,1,1,6,1.0,2.0,2.0,70.0,1,10,1.0,2.0,10.0,10.0,1.9,10.0,1,24,40,68,260,303,37,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,3,0,0,7.93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,91.0,0,3.0,3.0,1,1,5,1.5,2.0,2.0,130.0,2,20,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,29,59,89,269,177,4,0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,1,1,0,0,4.81,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97.0,100.0,1,60.0,60.0,1,1,6,2.0,3.0,4.0,41.0,2,65,1.0,2.0,65.0,65.0,1.5,65.0,1,27,57,87,359,39,8,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,33,33,0,0,1.14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0,3.0,3.0,1,1,2,1.5,1.0,1.0,18.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,30,60,90,313,14,0,0,90.0,10.0,10.0,10.0,9.0,9.0,9.0,1,3,3,0,0,0.37,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,99.0,1,70.0,70.0,1,1,5,1.0,2.0,2.0,35.0,1,28,1.0,1.0,28.0,28.0,1.0,28.0,1,21,51,59,241,224,53,4,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,63,63,0,0,5.89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1,5.0,5.0,1,0,4,1.0,1.0,3.0,55.0,5,90,5.0,5.0,1125.0,1125.0,5.0,1125.0,1,21,51,66,334,46,5,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,5,5,0,0,1.21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1,3.0,3.0,1,1,5,1.0,2.0,2.0,65.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,30,60,90,359,64,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,3,0,0,1.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0,13.0,13.0,1,1,4,1.0,1.0,3.0,26.0,20,400,20.0,20.0,400.0,400.0,20.0,400.0,1,30,58,88,363,115,15,0,91.0,9.0,9.0,9.0,9.0,9.0,9.0,1,9,9,0,0,2.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100.0,75.0,0,17.0,17.0,1,0,6,1.0,2.0,3.0,45.0,1,180,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,30,60,90,329,3,0,0,100.0,10.0,10.0,9.0,10.0,9.0,10.0,1,8,8,0,0,0.09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90.0,100.0,1,3.0,3.0,1,1,3,1.0,1.0,2.0,31.0,2,14,2.0,2.0,14.0,14.0,2.0,14.0,1,0,0,0,0,83,15,1,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,3,0,0,2.19,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1,34.0,34.0,1,1,4,1.0,1.0,2.0,39.0,1,28,1.0,1.0,28.0,28.0,1.0,28.0,1,0,0,0,25,111,5,0,95.0,10.0,10.0,10.0,10.0,8.0,9.0,1,23,23,0,0,2.98,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,99.0,1,70.0,70.0,1,1,4,1.0,1.0,2.0,45.0,1,28,1.0,1.0,28.0,28.0,1.0,28.0,1,0,0,0,185,114,4,0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,63,63,0,0,3.08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0,4.0,4.0,1,1,6,1.5,2.0,2.0,49.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,30,60,90,180,23,0,0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,2,2,0,0,0.64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100.0,100.0,0,4.0,4.0,1,1,6,2.0,2.0,2.0,52.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,29,59,89,179,68,3,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,2,0,0,1.89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100.0,95.0,1,53.0,53.0,1,1,4,1.0,1.0,1.0,47.0,1,1125,2.0,3.0,1125.0,1125.0,2.1,1125.0,1,0,0,0,266,100,11,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,50,50,0,0,2.62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1,3.0,3.0,1,1,2,1.0,1.0,1.0,25.0,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,1,0,0,0,138,96,2,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,2,0,0,2.63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1,1.0,1.0,1,1,4,1.0,2.0,4.0,21.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,0,24,53,171,230,31,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1,0,0,6.07,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1,9.0,9.0,1,1,10,1.0,3.0,3.0,40.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,1,21,32,39,314,5,0,0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,8,8,0,0,0.15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100.0,99.0,1,1.0,1.0,1,1,4,1.5,1.0,1.0,63.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,26,56,81,341,222,55,6,99.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,1,0,0,5.97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1,1.0,1.0,1,0,6,1.0,2.0,5.0,49.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,30,60,90,365,7,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,1,0,0,0.19,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1,2.0,2.0,1,1,2,1.0,1.0,1.0,35.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,27,57,87,267,292,27,3,99.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,1,0,0,7.64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,94.0,1,3.0,3.0,1,1,6,1.0,2.0,3.0,42.0,2,90,2.0,2.0,90.0,90.0,2.0,90.0,1,0,23,53,328,122,6,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,6,6,0,0,3.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,94.0,1,3.0,3.0,1,1,6,2.0,2.0,3.0,48.0,2,90,2.0,2.0,90.0,90.0,2.0,90.0,1,7,37,67,342,105,7,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,6,6,0,0,3.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0,2.0,2.0,1,1,4,2.0,1.0,1.0,46.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,0,0,3,278,154,22,2,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,2,0,0,4.15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0,1.0,1.0,1,0,2,1.0,1.0,1.0,45.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,30,60,90,365,94,12,0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,1,1,0,0,2.49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1,2.0,2.0,1,0,4,1.0,1.0,4.0,50.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,0,0,0,234,39,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1,0,0,1.04,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1,1.0,1.0,1,0,3,1.0,1.0,1.0,38.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,14,26,30,30,36,3,0,99.0,10.0,9.0,10.0,10.0,10.0,10.0,1,1,1,0,0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
